"organid"	"sentence"
"Part04_060ERMEL"	"De Trompet is een heterogeen samengesteld register: stevels en koppen (behalve in het ééngestreept octaaf) stammen van Bätz; de bekers zijn mogelijk jonger."
"Part04_060ERMEL"	"Kelen en tongen lijken te zijn verschoven."
"Part04_061GRAVE"	"Na de verhuizing van de hervormde gemeente van de St-Elisabeth-kerk naar de kapel op het Begijnhof in 1799, stelde Titz in 1806 een orgel samen uit restanten van het orgel uit de St-Elisabeth-kerk dat in 1795 door de Fransen was vernield."
"Part04_061GRAVE"	"Dit instrument van Johannes Hageman was in 1794 opgeleverd, maar al in datzelfde jaar schijnt Titz eraan gewerkt te hebben."
"Part04_061GRAVE"	"De onderkas van het huidige orgel bleek nog de registergaten en registeropschriften van 1794 te bevatten."
"Part04_061GRAVE"	"De hieruit te reconstrueren dispositie komt overeen met een dispositieopgave van stadsdrukker J.A. Krieger, in de beschrijving ter gelegenheid van de inwijding van het orgel in 1794:  Boven Clavier Prestant Baarpyp Octaaf Fluit Quint Mixtuur B/D Trompet  8' 8' 4' 4' 3' 3-4 st. 8' Onder Clavier Holpyp Prestant D Roerfluit Octaaf Gemshoorn Super Octaaf Sexquialtra  8' 8' 4' 2' 2' 1' 2 st. tremulant door het gehele werk ventiel nolie me tangere manuaalkoppel bas en discant 'tusschen het boven en onder Clavier geplaatst'  In het huidige instrument lijkt geen pijpwerk van het bovengenoemde orgel bewaard te zijn."
"Part04_061GRAVE"	"Vermoedelijk vervaardigde Titz een geheel nieuw instrument waarbij alleen de onderkas nog van het oude orgel afkomstig was."
"Part04_061GRAVE"	"Opvallend zijn de houten frontpijpen in de middentoren en een deel van de zijtorens."
"Part04_061GRAVE"	"De acht grootste pijpen van de Prestant 8' zijn van hout, maar staan niet in het front."
"Part04_061GRAVE"	"Houten pijpwerk is verder nog aanwezig in de Holpijp 8' (C-H) en de Trompet 8' (stevels en bekers C-Gis)."
"Part04_061GRAVE"	"De Gamba 8' is in het groot octaaf gecombineerd met de Prestant 8'."
"Part04_061GRAVE"	"Bij de laatste restauratie werden de Quint 1 1/3', de twee hoogste koren van de Cornet alsmede het hoogste koor van de Mixtuur nieuw gemaakt."
"Part04_062HASSE"	"Het register Bazuin 16' op het hoofdwerk heette in 1806 Fagot 16'."
"Part04_062HASSE"	"Het register Schalmey 8' op het rugwerk heette in 1806  Klaroen 8'."
"Part04_062HASSE"	"Deze naam staat ook op de beker van groot C. In de late 19e eeuw wordt het register Echo-trompet 8' genoemd."
"Part04_062HASSE"	"De naam Schalmey is in 1969 gekozen."
"Part04_062HASSE"	"Uit 1969 zijn: HW C-G kelen en tongen van Bazuin 16'; RP Ruischpijp en Cimbel; Ped geheel."
"Part04_063IDAAR"	"De toonhoogte was oorspronkelijk waarschijnlijk lager (415 of 428 Hz)."
"Part04_063IDAAR"	"Pijpwerk uit 1806 bevindt zich in de volgende registers: Prestant 8' (discant, de oude Prestant D 8'), Holpijp 8', Fluit 4', Octaaf 2'."
"Part04_063IDAAR"	"De Viola dateert uit ca 1850."
"Part04_063IDAAR"	"De overige pijpen zijn uit 1886."
"Part04_063IDAAR"	"De Prestant 8' staat van G tot en met h in het front, C-Fis zijn gecombineerd met de Holpijp 8'."
"Part04_064LEIDE"	"Het binnenwerk van dit orgel bevond zich eerst in het andere orgel in deze kerk dat in 1810 werd geplaatst."
"Part04_064LEIDE"	"Dit binnenwerk is afkomstig uit een schuilkerk aan de Appelmarkt en werd in 1769 gemaakt door Mittereither met gebruikmaking van ouder materiaal (zie ook Leiden/1810, p...)."
"Part04_064LEIDE"	"Het instrument uit 1958 bevindt zich in vervallen staat."
"Part04_064LEIDE"	"Een gedeelte van de pijpen van de Sesquialter spreekt niet of nauwelijks."
"Part04_064LEIDE"	"De speelmechaniek is ondanks de grote afstand van speeltafel naar het orgel mechanisch hetgeen de bespeelbaarheid niet bevordert."
"Part04_064LEIDE"	"Het front bestaat uit pijpen van de pedaalprestanten en is van zink."
"Part04_064LEIDE"	"Een groot deel van het binnenpijpwerk is oud, gedeeltelijk ouder dan Mitterreither, en werd in 1810 van een nieuwe kas voorzien."
"Part04_064LEIDE"	"Achter het front staan oude loden frontpijpen met sporen van verguldsel op de spitslabia."
"Part04_064LEIDE"	"De Viola di Gamba begint op C, de Fluit travers 8' en de Cornet beginnen op cis1."
"Part04_064LEIDE"	"De walsborden zijn ouder dan 1958."
"Part04_065POORT"	"Het vrijwel niet aangetaste orgel is nog grotendeels origineel, slechts de windvoorziening en één Carljon-koor zijn van jongere datum."
"Part04_065POORT"	"Merkwaardig is de maatvoering van de klaviatuur: de onderkant van het handklavier ligt op slechts 68½ cm. van de vloer."
"Part04_065POORT"	"De inliggende Tramblant is origineel, de Tremulant is na 1968 toegevoegd en is een modern pneumatisch exemplaar."
"Part04_065POORT"	"De registerknop van de Tremulant is van afwijkende vormgeving, is buiten de oude ordening geplaatst en heeft geen opschrift."
"Part04_065POORT"	"De Prestant 8' staat vanaf E in het front, C-Dis zijn gedekte houten pijpen."
"Part04_065POORT"	"De Bourdon D 16' is op de negen kleinste pijpen na van hout, de Holpijp 8' is op de acht kleinsten na van hout, de Fluytraver D 8' is van metaal."
"Part04_065POORT"	"De Fluyt 4' is tot gis' van hout, het vervolg is van metaal."
"Part04_065POORT"	"De Waltfluyt 2' is gedekt in de bas en open in de discant."
"Part04_066ULRUM"	"In het onderfront spreken de pijpen C-d van de Quint 3'."
"Part04_066ULRUM"	"De overige pijpen van dit register staan op een aparte stok voor de lade, gevoed met behulp van een ondersleep."
"Part04_066ULRUM"	"De Prestant 8' is van orgelmetaal en staat van D-c2 in het bovenfront, de grootste pijpen zijn gekropt."
"Part04_066ULRUM"	"De Fluit 4 is geheel gedekt."
"Part04_066ULRUM"	"De Nachthoorn 2' is tot g2 roergedekt, de overige zijn open."
"Part04_066ULRUM"	"Het klankkarakter van het instrument is gedurfd vol, luid en helder en geeft al de lijn aan, welke in Eenrum en Farmsum een vervolg zal krijgen."
"Part04_066ULRUM"	"Met name de klank en de samenstelling van de Mixtuur is typerend voor Lohman: helder en snijdend."
"Part04_066ULRUM"	"De Trompet is in de bas van beleerde kelen voorzien."
"Part04_066ULRUM"	"De intonatie is nagenoeg integraal bewaard gebleven, zij het dat het pijpwerk bij de ombouw in 1873 van iets meer kernsteken is voorzien."
"Part04_067LOCHE"	"Uit de dispositie-opgave in de Boekzaal, opgegeven in twee rijen, met aanduiding 'Links' en 'Rechts', zou kunnen worden afgeleid dat de klaviatuur zich oorspronkelijk aan de achterzijde bevond."
"Part04_067LOCHE"	"De aangetroffen trakturen voor toetsen en registers zijn echter ouder dan de vroege 20e eeuw gebleken, en zijn dan ook bij de restauratie van 1981 geconserveerd."
"Part04_067LOCHE"	"Van de drie strijkende registers in de situatie voor 1981 zijn de namen niet bekend."
"Part04_067LOCHE"	"De diskant-strijker stond op de sleep van de Fluittravers, een tweede strijker begon op Gis en stond op de plaats van de Quinte 3'."
"Part04_067LOCHE"	"Een derde strijker stond op de plaats van de Mixtuur."
"Part04_067LOCHE"	"De Prestant 8' stond op de plaats van de Kromhoorn, C-gis en f3 bestond uit modern pijpwerk, a-e3 bestond uit Quellhorst-pijpen die, afgaande op een inscriptie 'Quinte', uit de verloren gewaande Quinte 3' afkomstig bleken te zijn."
"Part04_068NETTE"	"Oud pijpwerk bevindt zich in Bourdon 8', Fluit 8' discant (in feite een Prestant 8'), Prestant 4', Fluit 4' en Octaaf 2'."
"Part04_068NETTE"	"De fluitregisters zijn in de discant conisch open."
"Part04_069WILP"	"Behalve het instrument werd ook nog een deel van de oude balustrade uit Hoorn geplaatst."
"Part04_069WILP"	"Achter het schot links van het orgel bevinden zich nog delen van de oorspronkelijke, thans gedemonteerde, windvoorziening."
"Part04_069WILP"	"Het betreft dan met name de beide spaanbalgen en delen van de kanalisatie."
"Part04_070FINST"	"De registeropschriften staan gecalligrafeerd op papier; de knoppen zijn in twee verticale rijen aan weerszijden van het Manuaal geplaatst."
"Part04_070FINST"	"Alle pijpwerk is van metaal."
"Part04_070FINST"	"Het front bevat pijpwerk van de Praestant 8' (C-fis2) en de Praestant D 16' (a1-f3)."
"Part04_070FINST"	"Opvallend is de complete bezetting van de registerfamilies verdeeld over één klavier."
"Part04_070FINST"	"Zo is er zowel een conische fluit (Speelfluit 4') als een gedekte fluit 4' aanwezig."
"Part04_070FINST"	"De Fagot 16' is zeer eng gemensureerd."
"Part04_070FINST"	"Behoudens de kleine ingrepen van 1887 is dit instrument geheel origineel bewaard gebleven."
"Part04_070FINST"	"Met name de intonatie is vrijwel niet gewijzigd."
"Part04_070FINST"	"De mensurering en intonatie van het pijpwerk en de opstelling ervan op de windlade maken het mogelijk om alle registers in alle denkbare combinaties met elkaar te gebruiken, dus ook hogere fluitregisters bij prestantregisters van dezelfde toonhoogte."
"Part04_071HAARL"	"Friedrichs maakte bij de bouw van dit orgel gebruik van pijpwerk uit het voormalige orgel van Van Giessen."
"Part04_071HAARL"	"Het grootste gedeelte van dit orgel werd door Friedrichs in Ouderkerk a/d Amstel geplaatst (thans Holysloot, Hervormde Kerk)."
"Part04_071HAARL"	"In Friedrichs eigen opgave van de dispositie (zie De Mixtuur 35 (1981), 183), wordt de Fagot, 'Fagot-Trompet' genoemd."
"Part04_071HAARL"	"De Mixttur wordt hier als 3-4 sterk genoteerd."
"Part04_071HAARL"	"De 'twee koppelingen' die door Broekhuijzen worden genoemd worden in deze opgave nager gespecificeerd als een gedeelde koppel HW-BW. Het werk had drie blaasbalgen."
"Part04_072LAMBE"	"Het BW heeft een kabinetorgellade met gedeelde slepen."
"Part04_072LAMBE"	"Deze is in de huidige situatie maar voor een deel bezet."
"Part04_072LAMBE"	"Van Dam maakte een kantsleep aan deze lade."
"Part04_072LAMBE"	"Het pijpwerk op deze lade is chromatisch opgesteld."
"Part04_072LAMBE"	"De herkomst van de HW-lade is onbekend."
"Part04_072LAMBE"	"De oorspronkelijk 45 cancellen omvattende lade, met de omvang CDEFGAB-c3, werd met negen tonen uitgebreid in 1866."
"Part04_072LAMBE"	"Veel pijpen zijn opgeschoven; open pijpen over het algemeen een halve toon, het gedekte pijpwerk soms tot een terts."
"Part04_072LAMBE"	"Het pijpwerk kan als volgt worden gedateerd: van voor 1866 dateren Prestant 8', Bourdon 16' discant, Holpijp 8' discant, Octaaf 4' vanaf c, Octaaf 2' (HW) en Fluit d'Amour 4' vanaf c (gedeeltelijk voormalige Quintadeenpijpen) Fluit Dolce 8' vanaf c, Fluit 4' geheel, Salicet D 4' en Viool de Gambe."
"Part04_072LAMBE"	"Aanvullend pijpwerk en de eerste twee koren van de Cornet stammen uit 1866."
"Part04_072LAMBE"	"In 1982 werden de volgende registers vernieuwd: HW Quint 3', tertskoor Cornet; BW Gemshoorn 2'."
"Part04_072LAMBE"	"Curieus zijn de volgende oude inscripties: 'Fieol te kampa 8 voud', Boordon 16 voud, en 'flyt 4 vout'."
"Part04_073MAAST"	"De tongwerken Trompette B/D (GO) en Cromhorn B / Hautbois D (Pos) zijn gedeeld tussen c1 en cis1."
"Part04_073MAAST"	"De twee pedaalladen van 1808 waren in de kas geplaatst, dwars tegen de zijwanden."
"Part04_073MAAST"	"De handklavieren van 1874 bezaten twee volledige manualen en een half klavier voor het Echo."
"Part04_073MAAST"	"De toetsmaat was vrij lang."
"Part04_073MAAST"	"Pijpwerk uit 1990 is aanwezig in de volgende registers: GO Nazard, Tierce, Sesquialter, Cymbale, ongeveer de helft van de Fourniture, Vox Humana."
"Part04_073MAAST"	"Pos Prestant, Nasard, Tierce, Mixture (12 pijpen oud), Cornet, Cromhorn B. Voorts enkele noodzakelijke aanvullingen bij de oude registers."
"Part04_073MAAST"	"De Violini di Gamme 4' is samengesteld uit pijpwerk van Binvignat en Pereboom & Leijser dat aan de situatie 1808 is aangepast."
"Part04_073MAAST"	"De Bourdon 8' (Pos) bestaat uit pijpwerk dat ouder is dan 1808, mogelijk van Thomas Weidtman."
"Part04_073MAAST"	"De Montre 16' (Péd) is van naaldhout."
"Part04_073MAAST"	"Van de Flûte 8' (Pédale) zijn de pijpen van 1808 van eiken, de aanvullende pijpen van 1874 van grenen."
"Part04_073MAAST"	"De Bombarde heeft grenen bekers voor de pijpen C-gis."
"Part04_073MAAST"	"Uit 1874 dateren de volgende pedaalregisters of fragmenten daarvan: Montre 16', Flûte 8' C, D en cis-d1 en Bombarde 16'."
"Part04_073MAAST"	"Al het overige pijpwerk is van 1808."
"Part04_074NIEWK"	"Het instrument is vrijwel geheel origineel."
"Part04_075WADDI"	"Op advies van J. Tours leverde Johan Caspar Friedrichs in 1807 bestek en tekening voor de bouw van een nieuw orgel, welke echter begonnen werd door Jan Pieter Schmidt."
"Part04_075WADDI"	"Na diens overlijden werd het orgel voltooid door zijn zoon Jan Christoffel Schmidt."
"Part04_075WADDI"	"Het orgel, gesigneerd middels een inscriptie in de grootste frontpijp, werd gekeurd door J. Robbers."
"Part04_075WADDI"	"Analoog aan soortgelijke orgels van Hendrik Hermanus Hess - voormalig werkgever van zowel Friedrichs als Schmidt - was het bovenwerk mogelijk oorspronkelijk als dwarswerk uitgevoerd."
"Part04_075WADDI"	"De huidige ladeopstelling gaat terug op N.A. Lohman."
"Part04_075WADDI"	"Het merendeel van het pijpwerk van het hoofdwerk is van Schmidt."
"Part04_075WADDI"	"Behalve bij de Prestant 8’ zijn vrijwel alle open binnenpijpen door Van Vulpen van nieuwe kernen voorzien en verlengd."
"Part04_075WADDI"	"De Roerfluit heeft in het klein octaaf houten pijpen met doorboorde stoppen."
"Part04_075WADDI"	"Het toegevoegde Mixtuurkoor bestaat grotendeels uit Schmidt-pijpwerk afkomstig uit de oude Sexquialter, de huidige Sexquialter bestaat uit nieuw pijpwerk."
"Part04_075WADDI"	"De bekers van de Trompet zijn waarschijnlijk van Van Gelder."
"Part04_075WADDI"	"Op het bovenwerk stammen nog van Schmidt de Fluit 4’, ca 2 ½ octaaf van de Nasard 3’ en op het hoogste octaaf na de Octaaf 2’."
"Part04_075WADDI"	"Het groot octaaf van de Holpijp is mogelijk van Van Gelder, het overige labiaalpijpwerk is van Blank."
"Part04_075WADDI"	"De Dulciaan - met metalen stevels deels met ingelaten bekers - bestaat waarsschijnlijk uit pijpwerk van Abraham Meere uit ca 1820."
"Part04_075WADDI"	"Het pedaal is opgesteld in een eigen kas achter de rug van de organist."
"Part04_075WADDI"	"De registertrekkers zijn als een soort versnellingshandles naast de orgelbank aangebracht."
"Part04_075WADDI"	"Het pijpwerk van het pedaal is merendeels van Standaart ca. 1910."
"Part04_075WADDI"	"Roerquint 6’ en Fagot 16’ zijn nieuw."
"Part04_076EDAM"	"Het door Gideon Thomas Bätz in 1809 geleverde orgel was tevoren voor eigen rekening gebouwd en stond dan ook bij het eerste contact tussen de Lutherse kerkenraad van Edam en Bätz begin 1809 gereed in de werkplaats."
"Part04_076EDAM"	"Het orgel werd met het front op de balustrade geplaatst."
"Part04_076EDAM"	"De klaviatuur achter het orgel bevindt zich daardoor op een hoog podium, dat via enkele traptreden wordt bereikt."
"Part04_076EDAM"	"Onder dit podium werden de spaanbalgen opgesteld."
"Part04_076EDAM"	"Het register Fama D 8' is mogelijk afkomstig uit het voormalige orgel van de Evangelische Broedergemeente te Zeist, een instrument van C.E. Friederici uit 1770."
"Part04_076EDAM"	"Bätz verving in 1808 de Fama 8' van dit orgel door een Trompet 8' en nam dus de Fama 8' in."
"Part04_076EDAM"	"Het is een tongwerk met houten stevels en koppen en enge trompetbekers van hoog tingehalte."
"Part04_076EDAM"	"De Prestant 8' heeft gedekte houten pijpen in het groot octaaf."
"Part04_076EDAM"	"De Fluit travers 8' is van metaal, met een hoog tingehalte."
"Part04_077EPE"	"Pijpwerk uit 1809 (Meere, Epe) bevindt zich in de volgende registers op HW: Bourdon 16', Holpijp 8', Octaaf 4', Fluit 4', Quint 3', Octaaf 2', Mixtuur, Sexquialter."
"Part04_077EPE"	"De Woudfluit 2' (HW) is van Naber (1867)."
"Part04_077EPE"	"Pijpwerk uit 1803 (Meere, Vianen) bevindt zich in de volgende registers op BW: Roerfluit 8', Prestant 4', Fluit 4', Sifflet 1 1/2' en op Ped: Bourdon 16', Octaaf 4'."
"Part04_077EPE"	"Het overig pijpwerk is, op de grenen Bazuinbekers van 1940 na, van 1994."
"Part04_078GARNW"	"Het in 1834 toegevoegde Bovenwerkje is als dwarswerk boven de klaviatuur geplaatst."
"Part04_078GARNW"	"De afgevoerde pijpen kregen een plaats in de linker zijtoren; het dak hiervan werd daartoe van een opbouw voorzien."
"Part04_078GARNW"	"De voorzijde en zijkanten van de kas zijn van eiken, het dak en de achterwand zijn van grenen."
"Part04_078GARNW"	"De klavieren bezitten gebogen mahonie bakstukken en mahonie lijsten; de uitneembare mahonie lessenaar is van inlegwerk voorzien."
"Part04_078GARNW"	"Het ivoren toetsbeleg van de ondertoetsen bestaat uit twee delen en is met nageltjes bevestigd."
"Part04_078GARNW"	"De toetsfrontons zijn van hout."
"Part04_078GARNW"	"Alle windladen zijn van eiken."
"Part04_078GARNW"	"De beide hoofdwerkladen hebben inliggende voorslagen met platte messing klemmen."
"Part04_078GARNW"	"De windlade van het bovenwerk is chromatisch ingedeeld en voorzien van opliggende voorslagen."
"Part04_078GARNW"	"Op de tonen h-d1 na is de pedaalmechaniek rechtstreeks aangesloten op het wellenraam onder het HW. Als de pedaalkoppel niet is ingeschakeld, worden de pedaaltoetsen geblokkeerd door middel van een verschuifbare lat met blokjes."
"Part04_078GARNW"	"Het pijpwerk van het hoofdwerk is, met uitzondering van het front, nog grotendeels origineel."
"Part04_078GARNW"	"De Prestant 8' staat van C-h1 in het front, de Prestant D 16' staat geheel op de lade."
"Part04_078GARNW"	"De Nassart 3' is conisch met een enge mensuur."
"Part04_078GARNW"	"De Viola 4' is feitelijk een open fluit met lage opsnede en een traverso-achtige klank."
"Part04_078GARNW"	"De Woudfluit 2' is van C-h gedekt, het vervolg cylindrisch open."
"Part04_078GARNW"	"De Trompet 8' en Vox Humana 8' hebben eiken stevels en koppen."
"Part04_078GARNW"	"Het pijpwerk van het BW dateert geheel uit 1834."
