"organid"	"aids"	"pitch"	"temperature"	"range1"	"range2"	"windSys"	"windPres"	"consoleLoc"
"Part15_105AmsterdamJeruzalem"	"tuimelaars
Unter[oktavkoppel] III, Ober[oktavkoppel] III, Ober[oktavkoppel] III-I, Ober[oktavkoppel] III-II, Ober[oktavkoppel] III-P. Bass, Ober[oktavkoppel] III-P. Diskant, III-P, II-P, I-P, II-I, III-I, III-II
grote trekknopjes onder de lessenaar
tremulant III, tremulant II
per tuimelaar twee trekknopjes
twee vrije combinaties, programmering speelhulp Rohrwerke ab, programmering speelhulp Freie Pedalumschaltung A, programmering speelhulp Freie Pedalumschaltung B
drukknoppen onder het manuaal
Freie Pedalumschaltung A, Freie Pedalumschaltung B, Tutti, Handregister, Handregister fest, Freie Kombination 1, Freie Kombination 2, Auslöser
trede
Registerschweller ab"	"a1 = 440 Hz"	"Evenredig zwevend"	"C-g3"	"C-f1"	"drie magazijnbalgen"	"???"	"vrijstaande speeltafel midden voor het orgel"
"Part15_104RijssenRK"	"koppelingen P+I, P+II, I+II, I+II sub, II+II sub
tremolo Man II
drukknoppen onder Man I: automatisch pedaal (met Oplosser); vaste combinaties PP P MF F T (met Oplosser); vrije combinatie (met Oplosser); register crescendo
transpositeur (registertrekker links in de speeltafel)
trede zwelkast Man II
trede generaal crescendo
indicatie stand registercrescendo (wijzer, rechts in de speeltafel)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met in- en uitspringende vouw en twee regulateurbalgen voor Man I/Ped en Man II"	"niet meetbaar"	"vrijstaande speeltafel links voor het orgel"
"Part15_089Tinallinge"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c"	"magazijnbalg met twee schepbalgen en handpomp (1917)"	"95 mm"	"linkerzijde"
"Part15_046Amsterdam-Sloten"	"koppelingen I-II, Ped-I, Ped-II, II-II 16'
tremulant
vaste combinaties P F Tutti - Oplosser
trede zwelkast"	"a1 = 436 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met in- en uitspringende vouw met regulateur"	"Man I 99 mm, Man II 85 mm"	"vrijstaande speeltafel"
"Part15_035DenHam"	"koppelingen Swell to Great, Great to Pedal, Swell to Pedal
trigger swell"	"a1 = 440 Hz"	"1/7 komma naar ontwerp Feenstra"	"C-f3"	"C-e1"	"magazijnbalg"	"65 mm"	"voorzijde"
"Part15_086Terzool"	"tremulant"	"a1 = 445 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met twee schepbalgen en handpomp (1916)"	"75 mm"	"linkerzijde"
"Part15_041LeidenRegenboog"	"koppelingen Swell to Great, Swell Suboctave, Great to Pedals, Swell to Pedals
combinatietreden Great Stopped Diapason + Dulciana, Full Great
trigger Swell"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met beweegbare ladebodems"	"68 mm"	"voorzijde"
"Part15_110LeeuwardenPelikaan"	"koppelingen I-II, Ped-I, Ped-II, sup.oct.I, sup.oct.II, sub oct. I-II, sup.oct.I-II, sup. Oct. ped.tTremolo
Generaal Register Crescendo
1 vrije combinatie, vaste combinaties PP P MF F FF T
automatisch pianopedaal
tongwerken af"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee regulateurs"	"Man I en Ped 95 mm; Man II 100 mm"	"vrijstaande speeltafel op eerste vloer boven de kansel"
"Part15_003HaarlemBavo"	""	"a1 = 411 Hz"	"volgens Rameau"	"C-e3"	"C-d1"	"twee meervouwige spaanbalgen"	"85 mm"	"voorzijde"
"Part15_026Grootegast"	"koppelingen Swell to Great, Great to Pedal, Swell to Pedal
trigger Swell
tremulant Swell"	"a1 = 440 Hz"	"1/7 volgens Feenstra"	"C-f3"	"C-f1"	"magazijnbalg"	"68 mm"	"voorzijde"
"Part15_095Horssen"	"Pedaalkoppel I, Pedaalkoppel II, Manuaalkoppel II-I, Suboctaafkoppel II-I, Superoctaafkoppel II-I
vaste combinaties: O-P-MF-F-Tutti-trompet af"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg"	"85 mm"	"vrijstaande speeltafel"
"Part15_014Zwartebroek"	"koppelingen Man I-II, Ped-I, Ped-II
tremulant HW, tremulant BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"twee regulateurs"	"80 mm"	"voorzijde"
"Part15_127DenHaagMaranatha"	"koppelingen HW-RP, Ped-HW
tremulant RP
lampen
machine"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee schepbalgen"	"66 mm"	"voorzijde hoofdkas"
"Part15_020Aalsum"	"tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateur"	"65 mm"	"linkerzijde"
"Part15_149AmersfoortJoriskerk"	"pedalkoppel"	"a1 = 437 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	""	"… mm"	"voorzijde"
"Part15_106AndijkGerK"	"koppelingen I-II, I-II 4', Ped-I 4', Ped-I, Ped-II
vaste combinaties P-MF-F-Tutti (buiten werking)
automatisch pedaal (buiten werking)
generaal crescendo (buiten werking
tremulant Man II"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg en één regulateur"	"niet meetbaar"	"vrijstaande speeltafel achter op de rechter galerij"
"Part15_025Steenwijkerwold"	"tremulant"	"a1 = 436 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"80 mm"	"linkerzijde"
"Part15_109Kerkrade"	"koppelingen HW-Pos, HW-ZwW, Pos-ZwW, HW-Pos 16', HW-ZwW 16', Pos-ZwW 16', Pos-Pos 16', ZwW-ZwW 16', HW- ZwW 4', ZwW-ZwW 4', Ped-HW, Ped-Pos, Ped-ZwW, Ped-ZwW 4', HW-HW 4'.
handregistratie, twee vrije combinaties (handregistratie kan bij vrije combinaties worden toegevoegd)
vaste combinaties PP-P-MF-F-FF-Tutti
register-crescendo (rolzweller)
trede voor zwelkast ZwW
voetpistons voor alle 8' koppels, en voor Walze ab; 16' u. 32' ab; Mixtur ab; Zungen ab; Norm. Tutti; General Tutti (= inclusief Sub- en Superkoppelingen, uitgezonderd HW-HW 4', deze werkt in geen enkele instelling automatisch, maar kan afzonderlijk worden ingeschakeld)
uitschakeling tongwerken, deze kunnen afzonderlijk worden uitgeschakeld
uitschakeling 8'-koppels in de wals en 16'-registers van HW en ZwW in de wals
inschakeling koppels in de wals: HW-Pos 16', HW-ZwW-16', HW-ZwW 4', Ped-ZwW 4'
tremolo Pos, ZwW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-a3"	"C-g1"	"vier magazijnbalgen met in- en uitspringende vouw waarvan één met (intacte) schepper; twee zakmagazijnbalgen"	"HW 95 mm, ZwW 100 mm, Pos 85 mm, Ped 105 mm"	"vrijstaande speeltafel"
"Part15_100AmsterdamStAug"	"Treden
koppelingen I-II, Ped-I, Ped-II, II-sub
twee vrij combinaties
tremolo Man II
Expression Man II
crescendo-decrescendo
Drukknoppen
Vaste combinaties PP-P-MF-F-FF-Tutti
twee vrije combinaties
oplossers
crescendo-decrescendo (met schaalaanwijzer)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"Magazijnbalg en één regulateur (Man II)"	"80 mm"	"vrijstaande speeltafel tussen de twee kassen"
"Part15_102DenHaagFirst"	"manuaalkoppel II-I, pedaalkoppel-I, pedaalkoppel-II, Superoctaafkoppel I, Suboctaafkoppel II-I 
tremulant II
vaste combinaties PP- P - MF - F - FF- Tutti - Oplosser
Inschakeling Automatisch Pedaal - Oplosser
Generaal Crescendo - Oplosser
vrije combinatie - Oplosser
balanstrede zwelkast
trede generaal crescendo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee regulateurs"	"Ped 96 mm, HW 94 mm, ZwW 82 mm"	"vrijstaande speeltafel"
"Part15_017Arkel"	"pedaalkoppel
tremulant"	"niet vastgesteld"	"evenredig zwevend"	"C-f3"	"C-d1"	"niet bekend"	"niet gemeten"	"voorzijde"
"Part15_141Gilze"	"koppelingen HW-RP, HW-BoW, Ped-HW, Ped-RP, Ped-BoW
trede zweldeuren BoW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg en beweegbare ladebodems"	"Ped 65 mm, overige werken 60 mm"	"voorzijde hoofdkas"
"Part15_075Renswoude"	"pedaalkoppel
tremolo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	""	"mm"	"linkerzijde"
"Part15_023GoirleNieuwkerk"	""	"a1 = 428 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg"	"95 mm"	"achterzijde"
"Part15_155Goor"	"koppelingen HW-RP, Ped-HW, Ped-RP
tremulant RP"	"a1 = 438 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"voorbalg met beweegbare ladebodems"	"HW 78 mm, RP 74 mm. Ped 82 mm"	"voorzijde hoofdkas"
"Part15_151DenHaagLaakkerk"	"koppelingen HW-RP, Ped-HW, Ped-RP
tremolo HW, tremolo RP
calcant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met zwembalgen aan de onderzijde van de laden"	"HW 70 mm, RP 65 mm, Ped 80 mm"	"voorzijde hoofdkas"
"Part15_058Doornspijk"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant HW, tremulant BW"	"a1 = 441 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"82 mm"	"linkerzijde"
"Part15_114Vlaardingen"	"HW-ZwW, ZwW 16', ZwW 4', Ped-Hw, Ped-ZwW, Melodiekoppel HW disc.
tremulant ZwW
automatisch pianopedaal met oplosser
uitschakelaar handregisters met oplosser
uitschakelaar tongwerken met oplosser
vaste combinaties P-MF-F-T met oplosser
vrije combinatie met oplosser
generaalcrescendo met oplosser, schaalaanwijzer in dertig standen
basculetrede generaal crescendo
basculetrede ZwW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3; lade ZwW C-g4"	"C-f1"	"magazijnbalg met twee schepbalgen en twee regulateurs (?)"	"HW 106 mm, ZwW 76 mm, Ped 146 mm"	"vrijstaande speeltafel"
"Part15_092Surhuizum"	"tremulant
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1920)"	"80 mm"	"rechterzijde"
"Part15_002Jelsum"	"klavierkoppel
tremblant
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"drie spaanbalgen (1835 of ouder)"	"78 mm"	"linkerzijde"
"Part15_090Streefkerk"	"Koppelingen HW-ZwW, Ped-HW, Ped-ZwW
tremulant ZwW
vrije combinatie
vaste combinaties P-MF-F-T-Oplosser
basculetrede ZwW
basculetrede generaal crescendo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3 (lade C-f3)"	"C-f1 (lade C-d1)"	"magazijnbalg met twee schepbalgen en regulateur"	"86 mm"	"rechterzijde"
"Part15_007Nuth"	"koppelingen GO-Pos, Ped-GO, Ped-Pos
tremblant (inliggend) voor het hele werk"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met enkele vouw"	"75 mm"	"voorzijde"
"Part15_010Oostvoorne"	"koppelingen HW-OP, Ped-HW
tremblant"	"a1 = 435 Hz"	"Bach-Kellner"	"C-f3"	"C-d1"	"spaanbalg HW/OP, magazijnbalg Ped"	"68 mm"	"achterzijde"
"Part15_047HeerlenKapel"	""	"a1 = 431 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg met dubbele vouw"	"80 mm"	"linkerzijde"
"Part15_067Schalkhaar"	"pedaalkoppel
pedaal afsluiting
trede voor vrije combinatie"	"a1 = 431 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg (1900)"	"73 mm"	"linkerzijde"
"Part15_080AmsterdamOudKatholiek"	"koppel I-II, koppel P-I, koppel P-II"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen en handpomp (1915)"	"85 mm"	"Vrijstaande speeltafel, midden voor het orgel; de organist zit met zijn rug naar het orgelfront"
"Part15_001Wadenoijen"	"tremulant"	"a1 = 440 Hz"	"1/6 komma naar Bellingwolde"	"C-f3"	"C-g"	"een spaanbalg"	"64 mm"	"voorzijde"
"Part15_094Bedum"	"koppelingen (als treden) HW-BW, Ped-HW, Ped-BW
afsluiters HW, BW
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met regulateur"	"HW en Ped 80 mm, BW 75 mm"	"linkerzijde"
"Part15_040Nieuweschans"	"ventiel"	"a1 = 450 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg (schepbalgen verwijderd)"	"70 mm"	"rechterzijde"
"Part15_111UtrechtWilhelmina"	"koppelingen HW-ZwW, Ped-HW, Ped-ZwW, Superoctaaf HW-ZwW, Suboctaaf HW-ZwW, Suboctaaf HW
tremolo ZwW
vaste combinaties P-MF-F-Pl[eno]-T[utti]
één vrije combinatie
Aut. Ped."	"a1 = 440 Hz"	"gelijkzwevend"	"C-g3"	"C-f1"	"dubbelvouwige magazijnbalg met twee schepbalgen, enkelvouwige regulateurbalg ZwW (1932)"	".. mm"	"vrijstaande speeltafel aan de linkerzijde"
"Part15_033Huissen"	"koppelingen HW-ZwW, Ped-HW, Ped-ZwW
tremolo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	""	"mm"	"linker zijde"
"Part15_136Amersfoort-Hoogland"	"koppelingen I+II, P+I, P+II
AP-O, P, MF, F, FF, T - O, VrC, TU-O
toegevoegde registers Baerpijp 16', Octaafbas 8', Gedekt 8', Octaaf 4', P+II
trede zwelkast"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met twee regulateurs (1958)"	"85 mm"	"vrijstaande speeltafel"
"Part15_009Zijderveld"	"koppeling Ped+Man (trede)
tremolo (trede)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"enkelvouwige balg met resevoir"	"55 mm Wk"	"rechterzijde"
"Part15_028Tilburg"	"koppelingen Man-Pos, Ped-Man, Ped-Pos"	"a1 = 438 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"HW en Pos 80 mm, Ped 95 mm"	"vrijstaande speeltafel rechts naast het orgel, de organist zit met zijn rug naar het orgel"
"Part15_042Aalst"	"koppelingen Swell to Great, Great to Pedal, Swell to Pedal
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"78 mm"	"linkerzijde"
"Part15_131RotterdamNieuweOoster"	"koppelingen HW-RP, HW-ZwW, RP-ZwW, Ped-HW, Ped-RP, Ped-ZwW
vrije combinatie, tutti, oplosser
tremulanten RP, ZwW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg met regulateurbalgen per lade"	"Ped 100 mm, HW 85 mm, RP en ZwW 76"	"vrijstaande speeltafel op tegenoverliggende galerij"
"Part15_087Uithuizen"	"tremulant
ventiel [stilgelegd]
drukknoppen onder het manuaal T[utti] F[orte] P[iano] A[fsteller]"	"a1 = 435 Hz"	"Evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met twee schepbalgen (schepbalgen stilgelegd)"	"86 mm"	"linkerzijde"
"Part15_121Heiloo"	"koppelingen I-II, I-III, II-III, I-II 16', I-III 16', I-III 4', II-II 16', II-III 16', II-III 4', III-III 16', III-III 4', P-I, P-II, P-III
aut. ped. omschakelaar - oplosser
vaste combinaties PP-P-MF-F-FF-T-Oplosser - VC A, VC B - handregisters af - oplosser
tremolo II, tremolo III
trede zwelkast III
trede generaal crescendo
zes voetpistons voor koppelingen I-II, I-II, II-III, P-I, P-II, P-III
voetpiston tongwerken af; voetpiston mixturen af; voetpiston generaal crescendo"	"a1 = 440 Hz"	"evenredig zwevend"	"C-c4 (lade Man III C-c5)"	"C-g1"	"magazijnbalg met zeven regulateurs (1950)"	"Man I en II 70 mm, Man III 80 mm, Ped 85 mm"	"vrijstaande speeltafel"
"Part15_071StadaantHaringvliet"	"koppelingen HW-BW, Ped-HW, Ped-BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"magazijnbalg"	"70 mm"	"rechterzijde"
"Part06_065Doesburg"	""	"a1 =    Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"twee spaanbalgen (1845)"	".. mm"	"linkerzijde"
"Part06_007NieuwBeijerland"	""	"a1 = 435 Hz"	"evenredig zwevend"	"Cf3"	"Cd1"	"oude schepbalg, gebruikt als magazijnbalg"	"65 mm"	"voorzijde"
"Part06_117Huizum"	"koppelingen HW-BW, Ped-HW
tremulant BW
afsluitingen HW, BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"74 mm"	"rechterzijde"
"Part06_071Neerloon"	""	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3 (Man), F-f3 (Pos)"	"C-f"	"twee spaanbalgen (1845)"	"70 mm"	"achterzijde"
"Part06_076harmelen"	""	"a1 = 440 Hz"	"naar Sorge"	"CDEFGA-c3"	""	"twee spaanbalgjes"	"45 mm"	"voorzijde"
"Part06_005Helmond-Brouwhuis"	"tremblant"	"a1 = 415 Hz"	"evenredig zwevend"	"Cf3"	"Cf"	"magazijnbalg"	"52 mm"	"achterzijde"
"Part06_074bemelen"	""	"a1 = 437 Hz"	"evenredig zwevend"	"C-g3"	"C-f"	"magazijnbalg"	"70 mm"	"rechterzijde"
"Part06_091Sleen"	"koppeling HW-BW
tremulant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"spaanbalg met voorbalg"	"68 mm"	"linkerzijde"
"Part06_098Weurt"	""	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"twee spaanbalgen (1859)"	"72 mm"	""
"Part06_045Maastricht-Heugem"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg"	"100 mm"	"linkerzijde"
"Part06_122OudenboschHRV"	"tremulant"	"a1 = 446 Hz"	"Werckmeister II"	"C-f3"	"C-c"	"magazijnbalg met enkele inspringende vouw (1850)"	"69 mm"	"achterzijde"
"Part06_031OudeWetering"	"tremulant
forte-trede"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-d"	"magazijnbalg met dubbele vouw"	"67 mm"	"achterzijde"
"Part06_109Reutum"	"koppeling Man-Ped
trede voor Prestant 8’"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f1"	"C-d1"	"magazijnbalg"	"80 mm"	"linkerzijde"
"Part06_009Susteren"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met schepbalg"	"70 mm"	"linkerzijde"
"Part06_086Delft"	""	"a1 =  440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1873)"	".. mm"	"linkerzijde"
"Part06_024Franeker"	"koppelingen HW-BW, Ped-HW
tremblant
afsluitingen HW, BW, Ped"	"a1 = 443 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"vier spaanbalgen (twee uit 1842, twee ouder)"	"90 mm"	"achterzijde"
"Part06_094Delden"	"koppelingen HW-BW B/D, Ped-HW, Ped-BW
afsluitingen HW, BW
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"80 mm"	"linkerzijde"
"Part06_048Utrecht"	"koppelingen HW-BW, Ped-HW, Ped-BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg en beweegbare ladebodems"	"mm"	"voorzijde"
"Part06_073Voerendaal"	"accouplement claviers, Péd-GO, Péd Séparée"	"a1 = 446 Hz"	"evenredig zwevend"	"C-g3"	"C-e1, lade C-g"	"magazijnbalg"	"77 mm"	"rechterzijde"
"Part06_034Wier"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"drie spaanbalgen"	"60 mm"	"linkerzijde"
"Part06_001Bennekom"	"koppeling Man-Ped"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	".. mm"	"linkerzijde"
"Part06_097SneekDPS"	"koppeling OP-HW, Ped-HW
tremulant
ventiel
twee loze knoppen ‘Manuaal’ en ‘Pedaal’, oorspronkelijk van de afsluitingen"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"vier spaanbalgen (1847)"	"70 mm"	"linkerzijde"
"Part06_061Strijengeref"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"82 mm"	"achterzijde"
"Part06_101Erp"	"manuaalkoppel, pedaalkoppel
ventiel
calcant (buiten werking)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg"	"62 mm"	"voorzijde"
"Part06_057Etten"	""	"a1 = 459 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"twee spaanbalgen (1844), waarvan een aangesloten op de windmachine"	"61 mm"	"rechterzijde"
"Part06_018Rijswijk"	"koppelingen (als treden) HWBW, HWRP, PedHW, PedBW, PedRP
tremulanten RP, BW
zweltrede BW"	"a1 = 440 Hz"	"evenredig zwevend"	"Cg3"	"Cf1"	"twee magazijnbalgen en drie regulateurs"	"HW 85 mm, BW 80 mm, RP 70 mm, Ped 100 mm"	"voorzijde hoofdkas"
"Part06_033Warmond"	"koppelingen HW-BW B/D, Ped-HW, Ped-BW
tremulant
afsluiters HW, BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"mm"	"linkerzijde"
"Part06_020Arnhemkoepel"	"koppelingen HW-OP, Ped-HW, Ped-OP
tremulant"	"a1 = 442 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"88 mm"	"rechterzijde"
"Part06_032Rumpt"	"koppeling HW-BW B/D, pedaalkoppel (loze knop)
tremulant (gehele orgel)
afsluitingen HW, BW
ventiel"	"a1 =    Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1842)"	"89 mm"	"rechterzijde"
"Part06_054Landgraaf"	""	"a1 = 437 Hz"	"evenredig zwevend"	"C-f3"	"C-f1, wellenbord aangehangen tot d1"	"magazijnbalg"	"70 mm"	"linkerzijde"
"Part06_100Dongjum"	""	"a1 =  440 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met schepbalg"	"70 mm"	"linkerzijde"
"Part06_021Bleiswijk"	"koppeling HW-BW, Ped-HW
tremulant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"twee spaanbalgen (1842)"	"69 mm"	"achterzijde"
"Part06_019Smilde"	"koppeling HW-BW B/D
tremulant
afsluiters HW, BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen"	"85 mm"	"rechterzijde"
"Part06_028Lichtenvoorde"	""	"a1 = 440 Hz"	"evenredig zwevend"	"Cf3"	"Cd1"	"magazijnbalg"	"75 mm"	"linkerzijde"
"Part06_010VianenHRV"	"tremulant"	"a1 = 420 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg met schepbalgje"	"80 mm"	"voorzijde"
"Part06_092WoerdenLuth"	"koppeling HW-OP"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"drie spaanbalgen (1846)"	"75 mm"	"achterzijde"
"Part06_035Zwammerdam"	"pedaalkoppel
tremulant
ventiel (buiten werking)
afsluiter (buiten werking)"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"mm"	"voorzijde"
"Part06_056Dordrecht"	"manuaalkoppel, pedaalkoppel
tremulant
afsluitingen HW, BW
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"twee spaanbalgen"	"64 mm"	"rechterzijde"
"Part06_090Oirschot"	"koppelingen HW-RP B/D, HW-BW B/D, Ped-HW, Ped-RP
tremulanten HW, RP
afsluitingen HW, RP, BW, Ped
ventil"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"zes spaanbalgen (1846)"	"78 mm"	"voorzijde hoofdkas"
"Part06_085Brummen"	"koppelingen Man-Pos, Ped-Man
sperventiel Man
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"twee magazijnbalgen"	"Man 80 mm, Pos 77 mm"	"rechterzijde"
"Part06_014Haringhuizen"	"koppelingen Great-Swell, Pedal-Great
trede Swell"	"a1 = 440 Hz"	"Schlick"	"Great Organ G1-f3, Swell Organ f-f3"	"C-f1"	"magazijnbalg met schepbalg"	".. mm"	"voorzijde"
"Part06_106Makkum"	"koppeling HW-BW B/D
calcant"	"a1 = 444 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg"	"67 mm"	"linkerzijde"
"Part06_089Megen"	"koppelingen Man I-II, Ped-Man I, Ped-Man II
vaste combinaties P, MF, F, T, oplosser
tremolo
generaal crescendo, oplosser"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"85 mm"	"rechterzijde"
"Part06_049Velp"	""	"a1 =     Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	""	"mm"	"rechterzijde"
"Part06_108Oijen"	"manuaalkoppel"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"één spaanbalg"	"80 mm"	"rechterzijde"
"Part06_083ZaandamGER"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant generaal"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg"	"75 mm"	"linkerzijde"
"Part06_113Amsterdamnoorderkerk"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant BW
piano-pedaal"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"zes spaanbalgen en drie schokbalgen"	"78 mm"	"achterzijde"
"Part06_103Hees"	"koppelingen Man-Pos, Ped-Man
tremulant
calcant"	"a1 =  435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"70 mm"	"rechterzijde"
"Part06_099Wommels"	"koppelingen HW-BW, Ped-HW
afsluitingen HW, BW (buiten gebruik)
tremulant
ventiel"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg"	"80 mm"	"linkerzijde"
"Part06_087Deurne"	"koppelingen HW-Reciet, Ped-HW"	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3 (C-f3 klinkend)"	"C-d1"	"magazijnbalg"	"93 mm"	"linkerzijde"
"Part06_017Onderdendam"	"afsluiter
tremulant"	"a1 = 438 Hz"	"evenredig zwevend"	"C-f3"	"C-c"	"twee spaanbalgen (1841)"	"61 mm"	"rechterzijde"
"Part06_040Deventer"	"manuaalkoppel
tremulant
afsluiters HW, RP"	"a1 = 445 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1843)"	"75 mm"	"voorzijde hoofdkas"
